,DATE,TIME,RAW WATER FLOW IN m3/h,CLEAR WATER SUMP LEVEL IN Meter,CLEAR WATER PUMPING FLOW m3/h,TREATED WATER PRODUCTION IN m3/h,REMARKS
14921,08/12/2022,17:00,3431.23,3.91,2839.1,3320.74,
14922,08/12/2022,18:00,3472.72,3.75,2841.42,3360.90,
14923,08/12/2022,19:00,3474.65,3.87,2849.89,3362.77,
14924,08/12/2022,20:00,2416.06,3.93,2837.01,2338.26,
14925,08/12/2022,21:00,2390.92,3.38,2764.8,2313.93,
14926,08/12/2022,22:00,2408.8,3.28,2822.67,2331.24,
14927,08/12/2022,23:00,2399.12,2.9,2746.34,2321.87,
14928,08/12/2022,00:00,2465.43,2.47,2731.45,2386.04,
14929,09/12/2022,01:00,2412.87,2.06,2801.56,2335.18,
14930,09/12/2022,02:00,2465.23,1.76,280378,2385.85,
14931,09/12/2022,03:00,2432.45,1.82,1843.87,2354.13,
14932,09/12/2022,04:00,2454.34,2.1,1834.76,2375.31,
14933,09/12/2022,05:00,3500.23,2.2,2748.87,3387.52,
14934,09/12/2022,06:00,3442.87,2.20,2802.86,3332.01,
14935,09/12/2022,07:00,3499.59,2.40,2805.32,3386.90,
14936,09/12/2022,08:00,3502.46,2.56,2788.11,3389.68,
14937,09/12/2022,09:00,3520.87,2.78,2784.05,3407.50,
14938,09/12/2022,10:00,3469.62,2.89,2780.89,3357.90,
14939,09/12/2022,11:00,3472.85,3.01,2792.92,3361.02,
14940,09/12/2022,12:00,3469.65,3.17,2769.67,3357.93,
14941,09/12/2022,13:00,3485.72,3.28,2816.41,3373.48,
14942,09/12/2022,14:00,3470.72,3.4,2798.27,3358.96,
14943,09/12/2022,15:00,3474.65,3.51,2812.32,3362.77,
14944,09/12/2022,16:00,3438.78,3.59,2813.65,3328.05,
14945,09/12/2022,17:00,3479.54,3.63,2798.56,3367.50,
14946,09/12/2022,18:00,3479.98,3.94,2799.87,3367.92,
14947,09/12/2022,19:00,2398.65,4.01,2850.12,2321.41,
14948,09/12/2022,20:00,2395.45,3.68,2805.45,2318.32,
14949,09/12/2022,21:00,2394.34,3.25,2827.65,2317.24,
14950,09/12/2022,22:00,2404.12,2.66,2811.38,2326.71,
14951,09/12/2022,23:00,2397.63,2.29,2727.52,2320.43,
14952,09/12/2022,00:00,2399.72,1.99,2715.72,2322.45,
14953,10/12/2022,01:00,2389.54,1.67,2736.81,2312.60,
14954,10/12/2022,02:00,2411.14,1.67,1870.75,2333.50,
14955,10/12/2022,03:00,2408.55,1.93,1851.11,2330.99,
14956,10/12/2022,04:00,2396.28,2.22,1832.34,2319.12,
14957,10/12/2022,05:00,2388.68,2.51,2728.37,2311.76,
14958,10/12/2022,06:00,3511.17,2.53,2732.36,3398.11,
14959,10/12/2022,07:00,3498.56,2.59,2785.34,3385.91,
14960,10/12/2022,08:00,3476.34,271,2776.76,3364.40,
14961,10/12/2022,09:00,3478.67,2.81,2745.45,3366.66,
14962,10/12/2022,10:00,3466.56,2.92,2768.34,3354.94,
14963,10/12/2022,11:00,3498.45,2.96,2759.54,3385.80,
14964,10/12/2022,12:00,3507.34,3.01,2773.45,3394.40,
14965,10/12/2022,13:00,3501.67,3.07,2735.67,3388.92,
14966,10/12/2022,14:00,3492.67,3.12,2744.78,3380.21,
14967,10/12/2022,15:00,3498.34,3.16,2756.45,3385.69,
14968,10/12/2022,16:00,3478.67,3.37,2768.34,3366.66,
14969,10/12/2022,17:00,3476.34,3.58,2759.54,3364.40,
14970,10/12/2022,18:00,3498.34,3.8,2735.67,3385.69,
14971,10/12/2022,19:00,3498.56,3.97,2728.37,3385.91,
14972,10/12/2022,20:00,2404.12,3.75,2732.36,2326.71,
14973,10/12/2022,21:00,2397.63,3.5,2727.52,2320.43,
14974,10/12/2022,22:00,2389.45,2.85,2715.72,2312.51,
14975,10/12/2022,23:00,2411.14,2.69,2756.45,2333.50,
14976,10/12/2022,00:00,2408.55,2.38,2768.34,2330.99,
14977,11/12/2022,01:00,2465.23,2.11,2776.76,2385.85,
14978,11/12/2022,02:00,2432.45,1.83,2745.45,2354.13,
14979,11/12/2022,03:00,3498.56,1.76,2756.45,3385.91,
14980,11/12/2022,04:00,3476.34,2.02,2768.34,3364.40,
14981,11/12/2022,05:00,3476.34,2.06,2776.76,3364.40,
14982,11/12/2022,06:00,3498.34,2.76,2745.45,3385.69,
14983,11/12/2022,07:00,3479.75,2.93,2728.37,3367.70,
14984,11/12/2022,08:00,3520.54,2.99,2805.35,3407.18,
14985,11/12/2022,09:00,3508.14,3.07,2770.21,3395.18,
14986,11/12/2022,10:00,3514.14,3.21,2768.14,3400.98,
14987,11/12/2022,11:00,3502.47,3.28,2802.08,3389.69,
14988,11/12/2022,12:00,3513.74,3.35,2784.67,3400.60,
14989,11/12/2022,13:00,3520.01,3.39,2755.75,3406.67,
14990,11/12/2022,14:00,3519.54,3.44,2787.86,3406.21,
14991,11/12/2022,15:00,3512.14,3.56,2799.29,3399.05,
14992,11/12/2022,16:00,3510.23,3.69,2761.19,3397.20,
14993,11/12/2022,17:00,3509.78,3.87,2763.97,3396.77,
14994,11/12/2022,18:00,2405.59,3.96,2796.62,2328.13,
14995,11/12/2022,19:00,2393.92,3.04,2709.34,2316.84,
14996,11/12/2022,20:00,2397.06,2.73,2729.79,2319.87,
14997,11/12/2022,21:00,2409.67,2.51,2726.47,2332.08,
14998,11/12/2022,22:00,2419.47,2.36,2723.14,2341.56,
14999,11/12/2022,23:00,2401.72,2.05,2757.82,2324.38,
15000,11/12/2022,00:00,2398.18,1.77,2768.06,2320.96,
15001,12/12/2022,01:00,2386.46,1.73,1844.82,2309.62,
15002,12/12/2022,02:00,2390.29,2.01,1838.25,2313.32,
15003,12/12/2022,03:00,2388.04,2.2,1839.34,2311.15,
15004,12/12/2022,04:00,3496.22,2.71,2782.97,3383.64,
15005,12/12/2022,05:00,3488.86,3.11,2769.42,3376.52,
15006,12/12/2022,06:00,3489.93,3.34,2773.21,3377.55,
15007,12/12/2022,07:00,3494.19,3.5,2779.60,3381.68,
15008,12/12/2022,08:00,3479.79,3.58,2767.94,3367.74,
15009,12/12/2022,09:00,3493.26,3.61,2761.97,3380.78,
15010,12/12/2022,10:00,3461.31,3.54,2759.57,3349.86,
15011,12/12/2022,11:00,3464.45,3.72,2780.76,3352.89,
15012,12/12/2022,12:00,3484.93,3.81,2792.91,3372.72,
15013,12/12/2022,13:00,3519.67,3.78,2826.77,3406.34,
15014,12/12/2022,14:00,3505.14,3.79,2813.51,3392.27,
15015,12/12/2022,15:00,3497.13,3.99,2799.45,3384.52,
15016,12/12/2022,16:00,3497.46,4,2828.23,3384.84,
15017,12/12/2022,17:00,2376.32,3.87,2753.08,2299.80,
15018,12/12/2022,18:00,2405.73,3.35,2763.26,2328.27,
15019,12/12/2022,19:00,2379.11,3.06,2745.14,2302.50,
15020,12/12/2022,20:00,2382.32,2.77,2707.14,2305.61,
15021,12/12/2022,21:00,2385.38,2.32,2705.56,2308.57,
15022,12/12/2022,22:00,2354.56,1.9,2701.56,2278.74,
15023,12/12/2022,23:00,2366.21,1.58,2791.45,2290.02,
15024,12/12/2022,00:00,2345.23,1.85,1843.34,2269.71,
15025,13/12/2022,01:00,2401.45,2.14,1843.23,2324.12,
15026,13/12/2022,02:00,2421.34,1.84,2712.34,2343.37,
15027,13/12/2022,03:00,2412.67,1.52,2745.32,2334.98,
15028,13/12/2022,04:00,3514.65,1.56,2743.43,3401.48,
15029,13/12/2022,05:00,3511.87,1.96,2740.50,3398.79,
15030,13/12/2022,06:00,3501.76,2.13,2802.43,3389.00,
15031,13/12/2022,07:00,3503.45,2.25,2708.47,3390.64,
15032,13/12/2022,08:00,3487.96,2.3,2706.33,3375.65,
15033,13/12/2022,09:00,3466.48,2.37,2684.85,3354.86,
15034,13/12/2022,10:00,3476.32,2.46,2717.43,3364.38,
15035,13/12/2022,11:00,3476.54,2.54,2732.16,3364.60,
15036,13/12/2022,12:00,3480.05,2.79,2719.43,3367.99,
15037,13/12/2022,13:00,3508.13,2.82,2739.05,3395.17,
15038,13/12/2022,14:00,3477.53,2.93,2722.04,3365.55,
15039,13/12/2022,15:00,3508.14,3.8,2864.86,3395.18,
15040,13/12/2022,16:00,3524.21,3.99,2887.94,3410.73,
15041,13/12/2022,17:00,2429.98,3.47,2829.06,2351.73,
15042,13/12/2022,18:00,2439.80,3.05,2798.22,2361.24,
15043,13/12/2022,19:00,2422.42,3.19,2829.32,2344.42,
15044,13/12/2022,20:00,2437.67,2.74,2789.38,2359.18,
15045,13/12/2022,21:00,2420.36,2.35,2729.88,2342.42,
15046,13/12/2022,22:00,2432.54,1.96,2719.93,2354.21,
15047,13/12/2022,23:00,2436.32,1.76,2784.67,2357.87,
15048,13/12/2022,00:00,3524.22,1.46,2745.99,3410.74,
15049,14/12/2022,01:00,3476.53,1.66,2726.32,3364.59,
15050,14/12/2022,02:00,3520.44,1.99,2887.21,3407.08,
15051,14/12/2022,03:00,3496.26,2.36,2795.56,3383.68,
15052,14/12/2022,04:00,3512.93,2.72,2829.32,3399.81,
15053,14/12/2022,05:00,3519.56,3.07,2734.56,3406.23,
15054,14/12/2022,06:00,3499.45,3.16,2784.36,3386.77,
15055,14/12/2022,07:00,3498.43,3.72,2829.34,3385.78,
15056,14/12/2022,08:00,3494.32,3.82,2802.91,3381.80,
15057,14/12/2022,09:00,3501.67,3.79,2775.51,3388.92,
15058,14/12/2022,10:00,3504.14,3.77,2788.71,3391.31,
15059,14/12/2022,11:00,3513.61,3.74,2801.97,3400.47,
15060,14/12/2022,12:00,3512.67,3.72,2796.11,3399.56,
15061,14/12/2022,13:00,3515.74,3.69,2792.06,3402.53,
15062,14/12/2022,14:00,3502.32,3.74,2800.77,3389.55,
15063,14/12/2022,15:00,3504.87,3.91,2789.02,3392.01,
15064,14/12/2022,16:00,3511.34,3.95,2804.02,3398.27,
15065,14/12/2022,17:00,3506.32,3.97,2797.82,3393.42,
15066,14/12/2022,18:00,3498.77,4.00,2828.34,3386.11,
15067,14/12/2022,19:00,2417.27,3.47,2745.78,2339.43,
15068,14/12/2022,20:00,2407.39,3.41,2774.11,2329.87,
15069,14/12/2022,21:00,2411.67,2.98,2753.67,2334.01,
15070,14/12/2022,22:00,2422.76,2.57,2758.34,2344.75,
15071,14/12/2022,23:00,2445.45,2.21,2739.27,2366.71,
15072,14/12/2022,00:00,2443.35,1.88,2723.65,2364.67,
15073,15/12/2022,01:00,2422.54,1.52,2716.43,2344.53,
15074,15/12/2022,02:00,3479.54,1.72,2744.76,3367.50,
15075,15/12/2022,03:00,3474.38,2.04,2763.23,3362.50,
15076,15/12/2022,04:00,3462.18,2.31,2759.45,3350.70,
15077,15/12/2022,05:00,3466.45,2.54,2736.65,3354.83,
15078,15/12/2022,06:00,3468.58,2.78,2720.32,3356.89,
15079,15/12/2022,07:00,3469.45,3.05,2736.32,3357.73,
15080,15/12/2022,08:00,3503.87,3.08,2770.14,3391.05,
15081,15/12/2022,09:00,3490.06,3.21,2745.38,3377.68,
15082,15/12/2022,10:00,3512.34,3.44,2734.54,3399.24,
15083,15/12/2022,11:00,3490.59,3.66,2799.97,3378.19,
15084,15/12/2022,12:00,3501.93,3.79,2771.19,3389.17,
15085,15/12/2022,13:00,3517.81,3.79,2806.85,3404.54,
15086,15/12/2022,14:00,3497.06,3.76,2799.77,3384.45,
15087,15/12/2022,15:00,3489.68,3.97,3801.59,3377.31,
15088,15/12/2022,16:00,3512.14,3.93,2803.85,3399.05,
15089,15/12/2022,17:00,3477.12,3.80,2763.86,3365.16,
15090,15/12/2022,18:00,3465.98,3.96,2780.48,3354.38,
15091,15/12/2022,19:00,2394.19,3.99,2789.72,2317.10,
15092,15/12/2022,20:00,2402.80,3.64,2822.77,2325.43,
15093,15/12/2022,21:00,2399.56,3.2,2812.76,2322.29,
15094,15/12/2022,22:00,2408.54,2.84,2745.76,2330.99,
15095,15/12/2022,23:00,2401.34,3,1815.43,2324.02,
15096,15/12/2022,00:00,2432.12,3.18,1831.12,2353.81,
15097,16/12/2022,01:00,2399.45,3.42,1834.12,2322.19,
15098,16/12/2022,02:00,2391.32,3.69,1821.23,2314.32,
15099,16/12/2022,03:00,2404.34,3.95,1806.23,2326.92,
15100,16/12/2022,04:00,1132.12,3.67,1831.34,1095.67,
15101,16/12/2022,05:00,1143.32,3.04,1842.06,1106.51,
15102,16/12/2022,06:00,2412.23,2.76,1826.02,2334.56,
15103,16/12/2022,07:00,2432.16,2.8,1809.61,2353.84,
15104,16/12/2022,08:00,2423.46,2.84,1835.32,2345.42,
15105,16/12/2022,09:00,3439.56,2.90,2734.35,3328.81,
15106,16/12/2022,10:00,3488.06,2.92,2761.99,3375.74,
15107,16/12/2022,11:00,3492.13,2.95,2765.78,3379.68,
15108,16/12/2022,12:00,3489.52,2.99,2751.22,3377.16,
15109,16/12/2022,13:00,3490.09,3.06,2767.46,3377.71,
15110,16/12/2022,14:00,3501.73,3.13,2763.03,3388.97,
15111,16/12/2022,15:00,3471.19,3.19,2736.44,3359.42,
15112,16/12/2022,16:00,3474.34,3.27,2778.54,3362.47,
15113,16/12/2022,17:00,3496.46,3.39,2782.97,3383.87,
15114,16/12/2022,18:00,3503.19,3.48,2747.84,3390.39,
15115,16/12/2022,19:00,3465.45,3.56,2799.57,3353.86,
15116,16/12/2022,20:00,3472.67,3.65,2765.24,3360.85,
15117,16/12/2022,21:00,3496.34,3.80,2780.23,3383.76,
15118,16/12/2022,22:00,3476.36,3.9,2777.23,3364.42,
15119,16/12/2022,23:00,3479.45,4,2751.22,3367.41,
15120,16/12/2022,00:00,2432.16,4.04,2767.46,2353.84,
15121,17/12/2022,01:00,2408.54,3.73,2763.03,2330.99,
15122,17/12/2022,02:00,2401.34,3.38,2799.57,2324.02,
15123,17/12/2022,03:00,2432.12,3.05,2765.24,2353.81,
15124,17/12/2022,04:00,2437.67,2.86,2780.23,2359.18,
15125,17/12/2022,05:00,2420.36,2.71,2780.48,2342.42,
15126,17/12/2022,06:00,2432.54,2.50,2789.72,2354.21,
15127,17/12/2022,07:00,3496.34,2.15,2698.66,3383.76,
15128,17/12/2022,08:00,3511.45,2.22,2714.28,3398.38,
15129,17/12/2022,09:00,3488.97,2.47,2738.36,3376.63,
15130,17/12/2022,10:00,3480.32,2.53,2735.02,3368.25,
15131,17/12/2022,11:00,3516.65,2.70,2724.41,3403.41,
15132,17/12/2022,12:00,3487.34,2.7,2748.34,3375.05,
15133,17/12/2022,13:00,3486.56,2.68,2778.40,3374.29,
15134,17/12/2022,14:00,3467.54,2.65,2698.04,3355.89,
15135,17/12/2022,15:00,3476.20,2.61,2785.32,3364.27,
15136,17/12/2022,16:00,3480.52,2.71,2717.48,3368.45,
15137,17/12/2022,17:00,3466.32,2.75,2671.76,3354.70,
15138,17/12/2022,18:00,3481.37,2.86,2727.25,3369.27,
15139,17/12/2022,19:00,3474.57,3.13,2787.55,3362.69,
15140,17/12/2022,20:00,3487.45,3.38,2786.23,3375.15,
15141,17/12/2022,21:00,3496.45,3.61,2798.45,3383.86,
15142,17/12/2022,22:00,3478.32,3.78,2799.43,3366.32,
15143,17/12/2022,23:00,3479.43,3.91,2786.73,3367.39,
15144,17/12/2022,00:00,2477.95,3.85,2699.04,2398.16,
15145,18/12/2022,01:00,2456.38,3.69,2763.87,2377.28,
15146,18/12/2022,02:00,2480.24,3.43,2777.36,2400.38,
15147,18/12/2022,03:00,2476.87,3.14,2749.46,2397.11,
15148,18/12/2022,04:00,2489.18,2.83,2794.38,2409.03,
15149,18/12/2022,05:00,2469.05,2.62,2801.52,2389.55,
15150,18/12/2022,06:00,3475.53,2.41,2743.92,3363.62,
15151,18/12/2022,07:00,3488.14,2.35,2769.81,3375.82,
15152,18/12/2022,08:00,3476.45,2.39,2754.34,3364.51,
15153,18/12/2022,09:00,3488.86,2.61,2765.52,3376.52,
15154,18/12/2022,10:00,3488.52,2.85,2788.51,3376.19,
15155,18/12/2022,11:00,3480.32,2.83,2773.78,3368.25,
15156,18/12/2022,12:00,3492.06,2.84,2799.15,3379.62,
15157,18/12/2022,13:00,3505.81,3.04,2797.83,3392.92,
15158,18/12/2022,14:00,3514.74,3.25,2825.54,3401.57,
15159,18/12/2022,15:00,3482.65,3.37,2806.42,3370.51,
15160,18/12/2022,16:00,3488.19,3.49,2808.26,3375.87,
15161,18/12/2022,17:00,3488.86,3.68,2818.42,3376.52,
15162,18/12/2022,18:00,3484.92,3.81,2808.45,3372.71,
15163,18/12/2022,19:00,3479.86,3.93,2820.64,3367.81,
15164,18/12/2022,20:00,3483.52,4.00,2833.93,3371.35,
15165,18/12/2022,21:00,2456.78,3.77,2812.76,2377.67,
15166,18/12/2022,22:00,2478.55,3.58,2776.56,2398.74,
15167,18/12/2022,23:00,2478.32,3.21,2787.51,2398.52,
15168,18/12/2022,00:00,2401.93,2.83,2794.05,2324.59,
15169,19/12/2022,01:00,2401.32,2.47,1804.87,2324.00,
15170,19/12/2022,02:00,2403.46,2.66,1805.54,2326.07,
15171,19/12/2022,03:00,2409.68,2.89,1808.59,2332.09,
15172,19/12/2022,04:00,2407.87,2.99,1815.33,2330.34,
15173,19/12/2022,05:00,2406.66,3.23,1810.26,2329.17,
15174,19/12/2022,06:00,2394.92,3.31,1820.68,2317.80,
15175,19/12/2022,07:00,2395.99,2.76,2806.23,2318.84,
15176,19/12/2022,08:00,3696.93,2.31,2771.06,3577.89,
15177,19/12/2022,09:00,3486.86,2.48,2734.51,3374.58,
15178,19/12/2022,10:00,3510.87,2.44,2758.76,3397.82,
15179,19/12/2022,11:00,3492.02,2.36,2777.78,3379.58,
15180,19/12/2022,12:00,3514.61,2.38,2734.24,3401.44,
15181,19/12/2022,13:00,3536.15,2.28,2763.67,3422.29,
15182,19/12/2022,14:00,3501.60,2.31,2766.35,3388.85,
15183,19/12/2022,15:00,3523.47,2.4,2767.24,3410.01,
15184,19/12/2022,16:00,3488.86,2.67,2777.14,3376.52,
15185,19/12/2022,17:00,3462.31,2.88,2716.76,3350.82,
15186,19/12/2022,18:00,3481.72,2.97,2796.31,3369.61,
15187,19/12/2022,19:00,3512.2,3.08,2799.48,3399.11,
15188,19/12/2022,20:00,3498.87,3.24,2802.38,3386.21,
15189,19/12/2022,21:00,3523.74,3.32,2808.12,3410.28,
15190,19/12/2022,22:00,3532.76,3.63,2807.54,3419.01,
15191,19/12/2022,23:00,3509.23,3.85,2812.45,3396.23,
15192,19/12/2022,00:00,2394.23,3.88,2809.65,2317.14,
15193,20/12/2022,01:00,2409.29,3.53,2795.45,2331.71,
15194,20/12/2022,02:00,2434.21,3.17,2819.45,2355.83,
15195,20/12/2022,03:00,2404.34,2.82,2801.45,2326.92,
15196,20/12/2022,04:00,2412.87,2.46,2743.19,2335.18,
15197,20/12/2022,05:00,2398.12,2.03,2730.34,2320.90,
15198,20/12/2022,06:00,3487.34,2.00,2742.76,3375.05,
15199,20/12/2022,07:00,3461.45,2.18,2733.36,3349.99,
15200,20/12/2022,08:00,3496.53,2.35,2754.76,3383.94,
15201,20/12/2022,09:00,3451.43,2.51,2764.97,3340.29,1
15202,20/12/2022,10:00,3503.25,2.68,2771.83,3390.45,
15203,20/12/2022,11:00,3497.34,2.88,2815.11,3384.73,
15204,20/12/2022,12:00,3533.62,2.89,2828.39,3419.84,
15205,20/12/2022,13:00,3536.88,2.87,2826.18,3422.99,
15206,20/12/2022,14:00,3526.76,2.86,2799.54,3413.20,
15207,20/12/2022,15:00,3488.25,2.81,2768.57,3375.93,
15208,20/12/2022,16:00,3462.19,2.95,2784.02,3350.71,
15209,20/12/2022,17:00,3512.74,3.12,2810.71,3399.63,
15210,20/12/2022,18:00,3511.65,3.25,2839.83,3398.57,
15211,20/12/2022,19:00,3504.67,3.48,2807.34,3391.82,
15212,20/12/2022,20:00,3474.98,3.67,2797.05,3363.09,
15213,20/12/2022,21:00,3494.96,3.81,2840.58,3382.42,
15214,20/12/2022,22:00,2435.48,3.75,2846.83,2357.06,
15215,20/12/2022,23:00,2428.27,3.40,2798.36,2350.08,
15216,20/12/2022,00:00,2452.64,3.02,2790.62,2373.66,
15217,21/12/2022,01:00,2465.13,2.59,2783.04,2385.75,
15218,21/12/2022,02:00,2411.38,2.18,2766.41,2333.73,
15219,21/12/2022,03:00,2397.73,2.09,1838.47,2320.52,
15220,21/12/2022,04:00,2449.26,2.37,2746.25,2370.39,
15221,21/12/2022,05:00,3514.74,2.45,2771.89,3401.57,
15222,21/12/2022,06:00,3520.41,2.7,2765.82,3407.05,
15223,21/12/2022,07:00,3469.93,2.79,2746.41,3358.20,
15224,21/12/2022,08:00,3454.72,2.90,2799.04,3343.48,
15225,21/12/2022,09:00,3492.59,3.00,2771.16,3380.13,
15226,21/12/2022,10:00,3493.22,3.03,2811.26,3380.74,
15227,21/12/2022,11:00,3488.13,3.08,2777.86,3375.81,
15228,21/12/2022,12:00,3496.33,3.1,2775.97,3383.75,
15229,21/12/2022,13:00,3502.12,3.13,2807.74,3389.35,
15230,21/12/2022,14:00,3500.46,3.22,2808.35,3387.75,
15231,21/12/2022,15:00,3500.46,3.36,2815.16,3387.75,
15232,21/12/2022,16:00,3488.26,3.47,2842.67,3375.94,
15233,21/12/2022,17:00,3493.56,3.57,2805.64,3381.07,
15234,21/12/2022,18:00,3488.19,3.69,2812.64,3375.87,
15235,21/12/2022,19:00,3486.36,3.71,2820.00,3374.10,
15236,21/12/2022,20:00,3517.76,3.86,2810.74,3404.49,
15237,21/12/2022,21:00,3476.55,3.99,2811.78,3364.61,
15238,21/12/2022,22:00,2398.23,3.76,2800.76,2321.01,
15239,21/12/2022,23:00,2383.44,3.52,2806.23,2306.69,
15240,21/12/2022,00:00,2397.56,3.19,2784.02,2320.36,
15241,22/12/2022,01:00,2405.56,2.84,2810.71,2328.10,
15242,22/12/2022,02:00,2383.98,2.5,2839.83,2307.22,
15243,22/12/2022,03:00,2398.23,2.18,2796.31,2321.01,
15244,22/12/2022,04:00,2388.65,1.73,2799.48,2311.74,
15245,22/12/2022,05:00,3478.56,1.63,2802.38,3366.55,
15246,22/12/2022,06:00,3486.67,1.84,2808.12,3374.40,
15247,22/12/2022,07:00,3505.67,2.00,2704.45,3392.79,
15248,22/12/2022,08:00,3487.59,2.23,2753.06,3375.29,
15249,22/12/2022,09:00,3498.26,2.32,2750.31,3385.62,
15250,22/12/2022,10:00,3492.45,2.46,2765.83,3379.99,
15251,22/12/2022,11:00,3500.61,2.41,2754.63,3387.89,
15252,22/12/2022,12:00,3497.41,2.34,2767.46,3384.79,
15253,22/12/2022,13:00,3500.87,2.48,2754.17,3388.14,
15254,22/12/2022,14:00,3489.09,2.64,2757.38,3376.74,
15255,22/12/2022,15:00,3488.72,2.67,2748.11,3376.38,
15256,22/12/2022,16:00,3488.13,2.79,2788.38,3375.81,
15257,22/12/2022,17:00,3484.43,2.91,2790.13,3372.23,
15258,22/12/2022,18:00,3478.19,3.03,2785.64,3366.19,
15259,22/12/2022,19:00,3474.98,3.14,2793.67,3363.09,
15260,22/12/2022,20:00,3480.32,3.4,2808.39,3368.25,
15261,22/12/2022,21:00,3488.86,3.69,2818.19,3376.52,
15262,22/12/2022,22:00,3476.37,3.82,2812.3,3364.43,
15263,22/12/2022,23:00,3482.66,396,2802.34,3370.52,
15264,22/12/2022,00:00,2423.73,3.68,2789.63,2345.69,
15265,23/12/2022,01:00,2456.38,3.32,2790.07,2377.28,
15266,23/12/2022,02:00,2480.24,2.97,2780.11,2400.38,
15267,23/12/2022,03:00,2476.87,2.71,2785.43,2397.11,
15268,23/12/2022,04:00,2489.18,2.76,1836.26,2409.03,
15269,23/12/2022,05:00,2469.05,2.96,2773.18,2389.55,
15270,23/12/2022,06:00,3494.71,2.79,2776.37,3382.18,
15271,23/12/2022,07:00,3489.37,2.89,2778.14,3377.01,
15272,23/12/2022,08:00,3500.46,2.95,2758.87,3387.75,
15273,23/12/2022,09:00,3480.58,2.99,2757.95,3368.51,
15274,23/12/2022,10:00,3478.45,3.03,2805.52,3366.44,
15275,23/12/2022,11:00,3487.34,3.06,2796.45,3375.05,
15276,23/12/2022,12:00,3496.49,3.11,2789.34,3383.90,
15277,23/12/2022,13:00,3487.34,3.35,2798.56,3375.05,
15278,23/12/2022,14:00,1212.54,3.99,0.00,1173.50,
15279,23/12/2022,15:00,0.00,3.45,0.00,0.00,
15280,23/12/2022,16:00,2435.67,3.08,2786.45,2357.24,
15281,23/12/2022,17:00,2408.43,2.55,2700.54,2330.88,
15282,23/12/2022,18:00,2399.63,1.72,2722.38,2322.36,
15283,23/12/2022,19:00,2406.59,1.51,2771.34,2329.10,
15284,23/12/2022,20:00,3494.56,1.28,2678.84,3382.04,
15285,23/12/2022,21:00,3466.84,1.51,2658.38,3355.21,
15286,23/12/2022,22:00,3509.43,1.62,2701.43,3396.43,
15287,23/12/2022,23:00,3516.93,1.84,2699.54,3403.68,
15288,23/12/2022,00:00,3505.67,2.19,2734.78,3392.79,
15289,24/12/2022,01:00,3497.34,2.57,2743.76,3384.73,
15290,24/12/2022,02:00,3503.45,2.93,2756.43,3390.64,
15291,24/12/2022,03:00,3508.47,3.27,2818.36,3395.50,
15292,24/12/2022,04:00,3516.41,3.48,2847.45,3403.18,
15293,24/12/2022,05:00,3514.47,3.77,2801.45,3401.30,
15294,24/12/2022,06:00,3509.67,3.88,2808.82,3396.66,
15295,24/12/2022,07:00,3499.33,3.93,2821.89,3386.65,
15296,24/12/2022,08:00,3493.99,3.96,2817.77,3381.48,
15297,24/12/2022,09:00,3471.72,4,2804.02,3359.93,
15298,24/12/2022,10:00,3479.86,3.95,2795.94,3367.81,
15299,24/12/2022,11:00,3501.87,3.85,2819.42,3389.11,
15300,24/12/2022,12:00,3508.53,3.76,2840.88,3395.56,
15301,24/12/2022,13:00,3513.27,3.77,2818.47,3400.14,
15302,24/12/2022,14:00,3512.45,3.97,2819.04,3399.35,
15303,24/12/2022,15:00,2373.71,2.4,2725.07,2297.28,
15304,24/12/2022,16:00,2410.8,1.86,2735.53,2333.17,
15305,24/12/2022,17:00,2521.56,1.5,2707.65,2440.37,
15306,24/12/2022,18:00,3511.14,1.98,2737.65,3398.08,
15307,24/12/2022,19:00,3517.67,2.25,2740.73,3404.40,
15308,24/12/2022,20:00,3518.34,2.56,2770.92,3405.05,
15309,24/12/2022,21:00,3496.19,2.89,2761.44,3383.61,
15310,24/12/2022,22:00,3502.67,3.03,2795.78,3389.88,
15311,24/12/2022,23:00,3439.97,3.06,2716.47,3329.20,
15312,24/12/2022,00:00,3446.64,3.4,2737.9,3335.66,
15313,25/12/2022,01:00,3452.63,3.74,2718.98,3341.46,
15314,25/12/2022,02:00,3449.37,4.00,2741.89,3338.30,
15315,25/12/2022,03:00,2491.65,3.7,2709.67,2411.42,
15316,25/12/2022,04:00,2501.89,3.23,2719.47,2421.33,
15317,25/12/2022,05:00,2487.52,2.89,2730.04,2407.42,
15318,25/12/2022,06:00,2501.63,2.51,2754.15,2421.08,
15319,25/12/2022,07:00,3441.78,2.63,2759.19,3330.95,
15320,25/12/2022,08:00,3445.72,2.84,2724.65,3334.77,
15321,25/12/2022,09:00,3446.10,2.86,2714.37,3335.14,
15322,25/12/2022,10:00,3469.45,3.02,2735.19,3357.73,
15323,25/12/2022,11:00,3498.33,3.12,2773.35,3385.68,
15324,25/12/2022,12:00,3511.67,3.17,2732.53,3398.59,
15325,25/12/2022,13:00,3531.15,3.28,2825.73,3417.45,
15326,25/12/2022,14:00,3533.09,3.41,2842.82,3419.32,
15327,25/12/2022,15:00,3509.03,3.66,2871.90,3396.04,
15328,25/12/2022,16:00,3537.95,3.83,2839.35,3424.03,
15329,25/12/2022,17:00,3551.36,3.92,2870.55,3437.01,
